system:index,CLASS_2016,CLASS_2017,CLASS_2018,CLASS_2019,CLASS_2020,CLASS_2021,CLASS_2022,CLASS_2023,LAT,LON,PESO_AMOS,bacia,classification_2016,classification_2017,classification_2018,classification_2019,classification_2020,classification_2021,classification_2022,classification_2023,classification_2024,classification_2025,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000540_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.60112465,-44.38597601,"100085,333333333",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.386072598695,-14.601081880786085]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000544_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.32597068,-43.83512908,"100085,333333333",765,21,21,21,21,4,12,12,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.83522566647291,-14.325927909260276]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000547_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.67254071,-44.44310886,"100085,333333333",765,4,4,4,4,4,4,4,4,4,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.443205450765,-14.672497945873587]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000054f_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.46152645,-43.13067023,"100085,333333333",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.13076682066638,-14.461483685633912]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000055b_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.36208295,-44.19005344,"99626,9935483871",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.190150035228534,-14.36204018368188]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000566_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.36073548,-44.51721987,"99626,9935483871",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.51731646170486,-14.360692710755702]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000567_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.03761147,-42.68546517,"99626,9935483871",765,21,21,21,21,21,4,21,21,33,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.68556176585675,-14.037568703057909]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000568_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.35669306,-43.04524045,"99626,9935483871",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.045337037146616,-14.356650291977163]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000056d_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.39064938,-42.93959857,"98505,716981132",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.93969515973416,-14.390606609716881]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000571_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.08719847,-42.69732294,"99231,333333333",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.697419527607124,-14.087155706741306]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000578_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.30629757,-44.67595218,"100085,333333333",765,4,4,4,4,12,4,4,4,4,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.676048772408784,-14.306254804538058]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000588_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.34726075,-43.05979315,"100085,333333333",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.05988974474935,-14.347217981493909]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a04_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-13.56087555,-43.33252167,"98580,8000000005",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.33261826500804,-13.560832781775678]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000abc_0,PASTAGEM,PASTAGEM,PASTAGEM,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.00823656,-44.42074081,"100085,333333333",765,21,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.42083740019042,-14.008193793267202]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001dd5_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-13.8915454,-43.07057294,"98845,0804195803",765,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.07066952815878,-13.891502637860075]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000249f_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-13.94706129,-42.93555615,"98580,8000000005",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.93565274095562,-13.947018522418661]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000024a0_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-13.98101761,-43.13498214,"98845,0804195803",765,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.13507873403015,-13.98097484015838]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000024cf_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.64559125,-44.02485326,"100128,209302326",765,4,4,4,4,4,21,21,21,33,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.024949854478955,-14.645548487350002]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000024da_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.08234757,-42.81967348,"98505,716981132",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.819770069304205,-14.08230480420706]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002618_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-13.51479197,-43.02853178,"98580,8000000005",765,21,21,21,21,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.02862837286199,-13.514749207700348]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000042e_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-13.70801959,-43.24870886,"98845,0804195803",765,21,4,4,4,21,21,21,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.24880544899968,-13.707976825314457]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000516_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.65529306,-44.42855615,"100085,333333333",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.42865274316227,-14.655250292418492]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000536_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.65286761,-44.04263991,"100128,209302326",765,21,21,4,4,21,21,4,4,4,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.04273649710452,-14.65282484115137]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000539_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.235151,-44.65627908,"100128,209302326",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.65637566768656,-14.235108234035792]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000541_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.23730696,-44.560339,"100085,333333333",765,21,21,4,21,21,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.5604355953426,-14.237264190717678]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000009f7_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-13.64926977,-43.25355976,"98580,8000000005",765,21,21,4,4,4,4,4,21,33,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.253656351533934,-13.64922700573304]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000120b_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.26210046,-44.21996734,"100128,209302326",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.22006393418971,-14.262057692559377]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001218_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.2402714,-44.29246139,"100128,209302326",765,21,21,21,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.29255797761816,-14.240228631155274]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000122e_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-14.1456788,-44.56303395,"100128,209302326",765,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.56313054119496,-14.145636031737487]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001250_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.39873421,-43.0921325,"100085,333333333",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.092229094977654,-14.398691447273956]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000126c_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.18745046,-44.57704767,"99626,9935483871",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.57714425962722,-14.187407692449046]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002614_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-13.99907374,-43.13767709,"98845,0804195803",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.137773679882514,-13.999030977369182]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000455_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-13.91014053,-44.28572402,"98580,8000000005",765,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.28582061298726,-13.91009776424135]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000521_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-14.43457699,-44.07093684,"100128,209302326",765,21,4,21,21,21,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.07103342855428,-14.434534227110326]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000561_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.3645084,-44.55791355,"99626,9935483871",765,4,4,4,4,4,4,4,4,33,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.558010144075475,-14.364465634949003]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000aac_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-14.5186593,-44.27871716,"100085,333333333",765,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.27881375377113,-14.518616537703913]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001059_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,PASTAGEM,PASTAGEM,PASTAGEM,,-13.9317001,-43.16516554,"98580,8000000005",765,4,4,4,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.16526212757657,-13.931657331060217]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000107e_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-13.71098403,-43.84456139,"98505,904761905",765,4,4,4,4,4,4,4,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.844657976956164,-13.710941265752052]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001259_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-14.01928584,-42.67791933,"99626,9935483871",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.67801591747014,-14.01924307126187]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001285_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.45209414,-43.10668521,"99626,9935483871",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.106781802580386,-14.452051375150656]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000128a_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-14.24431382,-43.67208485,"100128,209302326",765,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67218144240522,-14.244271049933811]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001db8_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-13.37357681,-43.49772185,"98845,0804195803",765,4,4,4,4,21,21,21,21,33,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.497818445757616,-13.37353404503676]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001dbe_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-13.94786977,-44.31509893,"98845,0804195803",765,21,21,21,21,21,21,21,21,33,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.31519552277797,-13.94782700617437]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001dc0_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-13.66004956,-43.62276734,"98845,0804195803",765,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.62286393330705,-13.660006789142475]}"
